customer_id,customer_name,email,phone_number,city,state,country,signup_date,customer_segment,loyalty_status,customer_status
C3256,Kelly Cooke,jeanettemunoz@example.com,(847)900-1305x37676,Port Kevinburgh,New York,USA,2021-09-04,Retail,Bronze,Inactive
C3257,Adam Moore,ikelly@example.net,(454)274-6200x080,Cameronhaven,Mississippi,USA,2023-12-04,Corporate,None,Inactive
C3258,Carrie Gentry,autumn53@example.org,(495)692-5108x714,Shepardchester,New York,USA,2022-09-11,Retail,Silver,Active
C3259,Ryan Clark,paul13@example.org,410.804.8041x968,Lake Cameron,Nevada,India,2023-09-09,Corporate,Silver,Inactive
C3260,Martin Gill,porterpeter@example.net,327.332.7973,Mollymouth,California,India,2024-07-21,Retail,Bronze,Inactive
C3261,Robert Holder,lisa68@example.org,+1-203-435-6662x52675,South Jessicashire,Rhode Island,India,2024-07-12,Retail,Silver,Inactive
C3262,Elizabeth Lee,melissajohnson@example.org,(918)385-3035,West Craig,Alabama,USA,2024-02-19,Retail,Silver,Active
C3263,Brenda Sanford,jessicaherrera@example.com,001-209-719-0719x529,North Melissahaven,Wisconsin,Australia,2022-09-27,Premium,Bronze,Active
C3264,James Castillo,shannongriffin@example.net,(303)747-0128x123,Bensonside,Washington,India,2022-12-20,Corporate,Silver,Active
C3265,Courtney Mayo,karen99@example.org,001-203-520-8538x7827,Pinedaview,North Dakota,Australia,2022-03-27,Premium,None,Active
C3266,Collin Collier,samanthadavis@example.org,834-353-4808x528,Gonzalezview,Hawaii,India,2022-12-19,Corporate,Gold,Active
C3267,Seth Dean,deborahzuniga@example.org,525.801.8055,Hayneshaven,Connecticut,India,2024-03-14,Premium,Gold,Active
C3268,Mary Howell,robertgreen@example.org,+1-354-366-0103,Garrettburgh,Tennessee,India,2023-01-03,Premium,None,Active
C3269,Bryan West,christina39@example.net,800.212.1573,South Mary,Louisiana,USA,2023-09-26,Corporate,Bronze,Inactive
C3270,Shawn Jones,cboyer@example.org,661-950-4192x2734,New Elizabeth,Nevada,India,2021-07-01,Retail,Gold,Active
C3271,Michael Lopez,kimberly09@example.net,871-374-8071,Port Daniel,Delaware,USA,2025-06-12,Corporate,None,Inactive
C3272,Christopher Martin,lisahenderson@example.com,460-657-4613x42356,New Hayley,Maine,Australia,2023-07-27,Retail,Bronze,Inactive
C3273,Jesus Torres,kyle94@example.net,001-374-792-2162x541,New Misty,Connecticut,India,2021-06-05,Retail,Bronze,Inactive
C3274,Shawn Esparza,blong@example.org,625-233-9988x534,Port Joe,New Jersey,India,2022-08-28,Retail,None,Active
C3275,Robert Velez,melinda50@example.net,354-600-9035x442,Rollinsmouth,Wyoming,USA,2023-05-05,Premium,Gold,Active
C3276,Thomas Johnson,richard26@example.net,001-410-904-9635x679,Port Colleenfort,Arizona,USA,2026-02-18,Premium,Silver,Inactive
C3277,Chad Oneal,wilkinsmason@example.com,001-838-497-0700,Baileyborough,Idaho,USA,2021-11-08,Retail,Silver,Active
C3278,Annette Mitchell,karencole@example.org,(267)936-8070x921,Port Cindy,Mississippi,India,2023-06-23,Premium,Silver,Inactive
C3279,Mary Medina,fowlerjoshua@example.com,(617)408-0369x397,Tranbury,Ohio,Australia,2023-02-19,Corporate,Bronze,Inactive
C3280,Robert Smith,joseph63@example.net,001-240-762-7354x1586,New April,Nebraska,USA,2023-10-26,Corporate,None,Inactive
C3281,Mr. Andrew Harris,garzaashley@example.com,(378)955-8955x8312,West Lori,Kentucky,USA,2022-03-17,Corporate,Bronze,Inactive
C3282,Elizabeth Cook,brownrose@example.org,380-600-5856x3494,Cortezhaven,Tennessee,Australia,2024-03-08,Retail,None,Active
C3283,Samantha Tate,aguirresandra@example.net,470.513.9269,Clineville,Connecticut,India,2023-08-14,Premium,None,Active
C3284,Jeffrey Nguyen,rachael54@example.net,(947)235-4812,Evansville,California,India,2022-08-21,Premium,Silver,Active
C3285,Brian Lee,martinthomas@example.net,418-955-5875x373,Port Stacy,Connecticut,Australia,2025-04-06,Premium,Gold,Inactive
C3286,Claire Allen,grahamtony@example.net,989-306-4545x53785,New Mark,Illinois,India,2022-12-11,Premium,Silver,Active
C3287,Tasha Thompson,thomasjanice@example.com,+1-901-625-5569,East Jessicaborough,Washington,India,2024-05-29,Retail,Bronze,Inactive
C3288,Dennis Salazar,thomasvalenzuela@example.org,900.388.7919,Andersonview,Idaho,India,2021-11-12,Premium,Silver,Inactive
C3289,Patricia Perkins,steinmatthew@example.com,+1-493-290-3347x9437,North Austinside,Mississippi,India,2023-06-17,Retail,Gold,Active
C3290,Ashley Hudson,leoncasey@example.net,(675)705-8448x782,Garrettside,Mississippi,USA,2024-07-17,Retail,None,Inactive
C3291,Tyler Hodge,vsmith@example.com,(304)614-6375x582,Jenniferborough,Kentucky,USA,2023-01-05,Retail,None,Inactive
C3292,Robert Joseph,luis03@example.com,(762)561-6597x2485,Frosttown,Oregon,Australia,2023-06-22,Corporate,Gold,Inactive
C3293,Kyle Martinez,reyescarla@example.org,+1-727-358-1738x5382,West Desiree,Pennsylvania,Australia,2024-06-18,Premium,Silver,Active
C3294,Douglas Robinson,dianaanderson@example.org,(440)366-9595x667,Garymouth,Mississippi,USA,2021-10-26,Premium,Silver,Inactive
C3295,Anna Thomas,angelicamcconnell@example.com,4227001369,Andrewport,Florida,India,2023-01-04,Premium,Gold,Active
C3296,Mr. Shane Peterson,maciasjulie@example.net,+1-984-742-8366x92599,Turnerside,Oklahoma,USA,2022-09-14,Corporate,Bronze,Active
C3297,John Scott,xlynn@example.com,001-558-780-6006x63287,South Donnaberg,Florida,India,2024-10-21,Corporate,Gold,Active
C3298,Marie Heath,barnettchristine@example.net,(552)892-5999,South Williamstad,Missouri,USA,2023-08-12,Premium,Gold,Inactive
C3299,Ashley Smith,fjones@example.com,(801)283-3839x2195,Campbellfurt,Vermont,Australia,2024-04-22,Premium,Gold,Inactive
C3300,George Underwood,ttaylor@example.net,001-719-574-2657x023,Lake Sergio,Alaska,USA,2022-02-08,Corporate,Silver,Active
C3301,Daniel Sanchez,mcolon@example.net,941-616-7298x542,East Amanda,New Jersey,India,2021-11-18,Corporate,Bronze,Inactive
C3302,Sarah Turner,james14@example.net,001-275-603-9881x7708,Dawnport,Connecticut,Australia,2024-02-16,Premium,Silver,Active
C3303,Miguel Hawkins,nguyendavid@example.org,+1-530-274-9477x893,Collierton,South Carolina,Australia,2021-07-14,Corporate,None,Inactive
C3304,Monica Hopkins,amiller@example.net,8254853765,Danielville,Kentucky,India,2026-04-14,Retail,Gold,Inactive
C3305,David Burns,hyoung@example.net,+1-406-385-4417x417,Torresfurt,Montana,USA,2025-12-09,Corporate,None,Inactive
C3306,Dillon Morrison,melissa12@example.net,+1-311-698-4784,Sanderston,New Mexico,Australia,2024-08-25,Premium,Gold,Active
C3307,Ashley Matthews,nramsey@example.com,564.471.9083,Fergusonbury,Florida,India,2026-02-09,Corporate,Silver,Active
C3308,Bonnie Hebert,nina49@example.org,971-885-6723,Jeffville,South Dakota,India,2022-10-09,Corporate,Bronze,Active
C3309,Patricia Austin,reynoldstara@example.com,001-755-973-6556,Michellebury,West Virginia,Australia,2022-08-14,Retail,None,Inactive
C3310,Anthony Allen,johnsonkelly@example.com,699-999-7064,New Sean,Florida,USA,2024-12-18,Premium,Bronze,Inactive
C3311,Sean Warren,rebecca66@example.org,(743)676-5440,Schmidtport,Indiana,USA,2025-11-28,Retail,Silver,Inactive
C3312,Barbara Johnson,ortizmichael@example.org,967.685.6385,Ashleyland,New Hampshire,Australia,2021-10-28,Corporate,Gold,Inactive
C3313,Cynthia Wise,joshuaquinn@example.com,+1-847-598-5440x4688,New Jeffreyview,Oklahoma,India,2023-12-09,Corporate,Bronze,Active
C3314,Jesse Thompson,eugene09@example.net,3278397969,Taylorchester,New Hampshire,Australia,2025-03-04,Premium,None,Active
C3315,Darlene Mata,clarktyler@example.org,623-684-2133,West Jose,Michigan,India,2025-03-23,Retail,Gold,Inactive
C3316,Brittany Fitzpatrick,blairjohn@example.com,+1-793-320-5867x4953,Johnshire,Oregon,Australia,2024-01-02,Corporate,None,Active
C3317,Courtney Rodriguez,john00@example.net,660.541.0242,Nicholaschester,Arizona,USA,2025-12-30,Premium,Bronze,Inactive
C3318,Nicole Mann,brownjulie@example.org,(335)902-9798x678,Christianbury,Nebraska,Australia,2024-04-15,Corporate,Silver,Inactive
C3319,Terry Roth,richard55@example.net,769-864-5158,Solomonchester,North Carolina,India,2023-10-27,Retail,None,Inactive
C3320,Brandon Cook MD,joanbrown@example.com,868-388-6813,Janetton,Mississippi,USA,2025-05-02,Corporate,Gold,Active
C3321,Stephen Pope,marysolis@example.org,700-503-0571x4191,North Brandonstad,New York,India,2025-10-13,Premium,None,Active
C3322,Charles Johnston,rhondaruiz@example.com,528.206.5681,Lake Kathryn,New York,India,2021-05-20,Retail,Bronze,Inactive
C3323,Charles Patrick,cruzbrian@example.org,+1-362-332-6984x2408,Lake Mariochester,Maine,Australia,2025-08-21,Corporate,Bronze,Inactive
C3324,Tracey Fischer,christinemorris@example.org,(844)357-5476x445,Erintown,Missouri,USA,2021-10-20,Corporate,None,Active
C3325,Susan Rose,deanna47@example.com,490-882-9437,Jessicachester,South Carolina,India,2023-04-16,Premium,Bronze,Inactive
C3326,Eileen Mullen,lauren05@example.org,7852074445,Rebeccaland,Michigan,Australia,2025-11-18,Premium,Gold,Inactive
C3327,Richard Bradley,ethan15@example.net,962-316-0640x76223,East George,Delaware,Australia,2023-08-11,Retail,Gold,Inactive
C3328,Tony Scott,lunaeric@example.org,001-547-498-6901x23981,Paulfurt,Alabama,Australia,2021-06-20,Corporate,Silver,Inactive
C3329,Elizabeth Johnson,ericday@example.net,472-910-5102x269,Lake Vanessa,Ohio,USA,2024-02-25,Corporate,Silver,Inactive
C3330,Eric Barrett,kkennedy@example.net,(265)972-8871,South Davidstad,Virginia,India,2022-04-06,Premium,Bronze,Inactive
C3331,Christopher Johnson,mikescott@example.net,5198115595,West Andrewhaven,Maryland,India,2024-09-20,Premium,Silver,Inactive
C3332,Laurie Anderson,kcole@example.net,449-518-8153,Simmonsstad,Colorado,India,2022-12-10,Corporate,None,Inactive
C3333,Tara Hunt,elogan@example.org,001-733-916-8383x18009,Elizabethburgh,South Carolina,Australia,2024-04-28,Corporate,None,Active
C3334,Christina Thompson,blairchristine@example.net,572-846-7163,Leahtown,New Hampshire,India,2022-09-11,Corporate,Gold,Active
C3335,Samuel Harrison,jeremyrogers@example.net,(433)564-2721x55731,Howardland,Georgia,Australia,2021-07-09,Corporate,Silver,Inactive
C3336,Kendra Rollins,pamelaadkins@example.com,(302)690-2070x23738,South Jason,Florida,Australia,2022-01-21,Premium,Bronze,Inactive
C3337,Lindsey Parker,chunter@example.com,001-655-841-2446x19962,North Stephentown,Alabama,USA,2022-09-04,Corporate,None,Inactive
C3338,Sandra Rogers,yvettecharles@example.org,001-739-895-4002x57427,West Ashleyhaven,New Hampshire,USA,2023-03-03,Corporate,Silver,Inactive
C3339,Joshua Bell,michellewilliams@example.net,+1-458-533-0484x1261,Lake Kevin,Kansas,India,2025-04-18,Retail,Gold,Inactive
C3340,Carl Arnold,dphillips@example.com,001-264-538-5450x4946,Petersonborough,Nevada,India,2024-01-01,Premium,Bronze,Inactive
C3341,Andre Thomas,thomas55@example.org,429-284-9821x2370,South Bradley,Oklahoma,India,2021-10-03,Corporate,Silver,Inactive
C3342,Kathleen Burgess,kevinsmith@example.com,271.442.5409x04542,Lake Jessicahaven,Vermont,India,2021-10-03,Corporate,Gold,Active
C3343,Emily Juarez,xjohnson@example.net,938-517-3149x374,South Brendanport,Ohio,Australia,2022-11-22,Premium,Silver,Inactive
C3344,Michael Perry,wholloway@example.org,770-943-6884x10308,New Jeremy,Wyoming,India,2021-10-08,Retail,None,Inactive
C3345,Lisa Carlson,pmartinez@example.org,(389)827-2682x9397,East Kristin,New Mexico,Australia,2022-09-16,Corporate,Gold,Active
C3346,Dan Francis,wwhite@example.com,(757)357-5652,Walkermouth,North Carolina,Australia,2025-01-30,Retail,None,Active
C3347,Kimberly Stevenson,alisha04@example.net,001-232-264-4517,Tranbury,Connecticut,Australia,2022-06-20,Retail,Bronze,Inactive
C3348,Benjamin Moore,mary98@example.org,227.807.0132x69944,South Julieborough,Vermont,USA,2022-07-15,Retail,None,Inactive
C3349,Tammy Barber,susan13@example.net,465-959-1928x7157,West Patricia,Arkansas,Australia,2023-10-21,Retail,Bronze,Inactive
C3350,Susan Austin,fcox@example.net,+1-554-497-8779x2750,Juliebury,Tennessee,India,2023-04-16,Retail,Bronze,Inactive
C3351,Christopher Ross,tylercoleman@example.net,(542)923-2332x84154,South Nicholashaven,California,India,2023-12-22,Premium,Bronze,Inactive
C3352,Cynthia Gates,kenneth84@example.org,+1-370-642-1836x5128,Sarahmouth,Georgia,USA,2024-11-21,Retail,Silver,Inactive
C3353,Kayla Brady,robertsneil@example.org,001-979-706-0882x670,Andersonland,Virginia,USA,2025-02-13,Corporate,None,Active
C3354,Deanna Turner,martinnicholas@example.org,001-693-593-6281x729,Brandyville,Oklahoma,USA,2025-01-29,Premium,Silver,Inactive
C3355,Joshua Allen,rparsons@example.net,(898)836-8564,Williamsport,Florida,USA,2025-12-21,Corporate,None,Inactive
C3356,Lisa Young,walkerkevin@example.net,269-311-5303x74997,North Matthew,Minnesota,USA,2021-11-29,Corporate,Gold,Active
C3357,Brittany Acosta,carpenterjohn@example.org,+1-324-319-4402,Martinezbury,North Dakota,Australia,2024-02-21,Retail,None,Active
C3358,Daniel Figueroa,ashleyevans@example.net,617-885-2155x0071,Richardstad,West Virginia,India,2022-06-02,Premium,Gold,Active
C3359,Rachael Miller,timothy08@example.com,256.221.6739x3274,Beckerside,Georgia,USA,2024-07-15,Premium,None,Active
C3360,Michelle Grant,sally78@example.org,683.278.1567x850,West Crystal,New Mexico,Australia,2024-06-21,Premium,Silver,Active
C3361,Julie Stevens,bvaughn@example.com,535.436.4200,Johnberg,Kentucky,Australia,2021-05-15,Retail,Silver,Inactive
C3362,Julie Wright,jason70@example.net,819-456-8819,Port Kristophermouth,Minnesota,Australia,2025-08-24,Premium,Gold,Active
C3363,Rebekah Daniels,jshepherd@example.org,+1-931-885-0138x014,East Vanessabury,Utah,Australia,2022-01-29,Retail,Gold,Active
C3364,Carlos Young,wanderson@example.net,7958567220,New Manuel,North Carolina,Australia,2021-07-13,Premium,Bronze,Active
C3365,Ronald Lucas,natasha43@example.org,+1-469-416-8117x630,New James,Louisiana,India,2022-07-13,Corporate,None,Inactive
C3366,Elizabeth Fisher,dan36@example.net,635.411.9994x27186,Port Nancybury,Washington,India,2023-03-17,Premium,Silver,Active
C3367,Dennis Gonzalez,wisesusan@example.net,761-384-8709,Kevinmouth,Connecticut,USA,2022-05-25,Premium,Gold,Inactive
C3368,David Smith MD,joseph18@example.net,698-764-8650x95539,South John,Alaska,USA,2023-07-19,Corporate,None,Inactive
C3369,Anne Finley,christopherbecker@example.net,460-270-2483x593,North Jordan,New York,USA,2025-04-11,Premium,Gold,Inactive
C3370,Meredith Smith,james02@example.org,(514)663-1462x2362,Jamesstad,Connecticut,India,2024-02-13,Retail,Silver,Inactive
C3371,Amy Hopkins,leesalazar@example.com,001-395-712-1031,East Brittneyport,Missouri,India,2022-04-28,Premium,None,Active
C3372,Kimberly Jenkins,matthewcobb@example.net,987-952-1987x27808,Lake Garyview,Alabama,USA,2025-05-26,Premium,Silver,Inactive
C3373,Hector Evans,skane@example.net,(419)789-5521x700,West Jade,Missouri,India,2021-11-30,Retail,Bronze,Active
C3374,Tyler Chapman,hardinanthony@example.net,+1-466-948-0792,East Ronald,Kentucky,India,2022-08-05,Corporate,Silver,Inactive
C3375,Terri Simpson,owensmackenzie@example.net,+1-924-635-0352x7098,East Alexis,Mississippi,India,2022-12-10,Retail,None,Active
C3376,Patrick Simpson,gwilliams@example.org,815-333-2691x32134,Brianfurt,Iowa,USA,2025-10-24,Retail,Silver,Active
C3377,Donald Riley,elizabeth66@example.net,(330)963-7049,Parkerhaven,Texas,India,2022-04-12,Premium,Silver,Active
C3378,David Brown,mhickman@example.net,(378)948-5589x5550,West Jacobtown,Oklahoma,India,2025-07-01,Corporate,Bronze,Active
C3379,Lucas Johnson,jorge59@example.com,671.449.1598,Taylorview,New Mexico,USA,2024-03-26,Premium,Bronze,Inactive
C3380,Mark Armstrong,hartdesiree@example.com,345-883-6576,North Brett,Kansas,USA,2025-04-16,Corporate,Silver,Inactive
C3381,Ashlee Martinez,pamela66@example.org,687-496-6298x452,North Aprilburgh,Arkansas,Australia,2023-11-25,Corporate,Bronze,Active
C3382,Tony Gonzales,igriffin@example.org,(542)513-3613,North Williamstad,Louisiana,Australia,2025-12-06,Retail,None,Inactive
C3383,Joseph Brown,evansleslie@example.org,7845039319,West Seanchester,South Dakota,Australia,2024-07-15,Premium,Bronze,Inactive
C3384,Nathan Allen,andersonsteven@example.com,+1-671-782-6868x180,South Robert,New Mexico,Australia,2022-01-25,Premium,Silver,Active
C3385,Jennifer Lopez,norrisbarbara@example.net,995.664.1894x56689,Hartmouth,Minnesota,India,2021-09-23,Corporate,Silver,Active
C3386,Kelsey Gonzalez,amy51@example.net,507.751.2127x2614,New Patricia,South Dakota,USA,2021-12-28,Retail,None,Active
C3387,David Peters,laurathomas@example.org,+1-275-273-0719x69927,Evanmouth,Connecticut,Australia,2024-04-08,Corporate,Gold,Inactive
C3388,Stephanie Hernandez,harveystephanie@example.org,(881)592-5808,South Kimberly,New Jersey,USA,2023-08-19,Retail,Silver,Active
C3389,Charles Keith,qallen@example.org,624-998-9843x58431,Christianchester,New Jersey,USA,2025-02-15,Retail,Silver,Active
C3390,Billy Smith,teaton@example.com,(665)538-0812x22853,Sarahborough,Washington,USA,2024-03-10,Retail,Bronze,Active
C3391,Dawn Montgomery,jill08@example.com,407-468-1701,Amandamouth,Delaware,USA,2024-08-20,Corporate,None,Inactive
C3392,Morgan Anderson,crystalwong@example.net,360-990-0944,Ericamouth,Nebraska,Australia,2024-06-09,Premium,Silver,Inactive
C3393,Tracy Powers,marywalker@example.org,001-814-774-4732x135,East Stephanie,Mississippi,India,2021-10-31,Corporate,Gold,Active
C3394,Dawn Lopez,morenomeghan@example.com,+1-482-897-4645x48557,Stephanieside,North Carolina,USA,2025-01-11,Retail,Gold,Inactive
C3395,Alice Miller,deanna74@example.com,(498)877-6584x2375,Beckburgh,Connecticut,USA,2025-05-14,Premium,Bronze,Active
C3396,Eric Rios,rodriguezgrant@example.com,(422)737-1230,Lake Emily,Kentucky,India,2023-05-20,Corporate,Bronze,Active
C3397,Darin King,morganterry@example.net,(296)606-9854x41746,East Jessica,Utah,India,2022-10-26,Retail,Bronze,Active
C3398,Kenneth Roberts,odonnelljoshua@example.org,2982157395,Debbieville,Indiana,Australia,2022-01-10,Corporate,Silver,Active
C3399,Robert Cox,rbuckley@example.com,734-296-7753,Amberport,Kansas,Australia,2023-07-26,Corporate,Bronze,Inactive
C3400,Curtis Morrow,sharpjennifer@example.com,837.639.1859x65066,New Michelle,Minnesota,India,2023-12-07,Premium,Gold,Inactive
C3401,Maria Fox,petergregory@example.com,001-773-275-0256,Jenkinschester,Washington,Australia,2022-04-15,Premium,Gold,Active
C3402,Adriana Nelson,stevensfrank@example.com,733-508-7107,New Travis,Indiana,India,2023-08-14,Corporate,None,Inactive
C3403,Kelsey Ortega,rebekah25@example.org,5385600055,Rogerfurt,Rhode Island,USA,2021-10-19,Corporate,Bronze,Active
C3404,Chad Davis,abbottkaren@example.net,001-366-298-0946x6067,East Carolynville,Massachusetts,India,2023-03-25,Retail,Bronze,Active
C3405,Emma Ortiz,mjenkins@example.net,+1-690-292-1688x962,West Williamview,Hawaii,India,2021-08-19,Retail,None,Inactive
C3406,Patricia Moran,nford@example.com,(346)994-0243,Port Jamesfort,Georgia,USA,2023-09-10,Premium,Silver,Inactive
C3407,Kathy White,justin20@example.net,+1-704-821-7724x79976,Port Anne,Rhode Island,India,2021-06-04,Corporate,None,Inactive
C3408,Jillian Riddle,david80@example.net,277.978.0349x12305,West Stephen,New Hampshire,Australia,2025-04-06,Corporate,Silver,Inactive
C3409,Christina Francis,ambercarroll@example.org,(731)959-7754,South Jamesburgh,Indiana,Australia,2025-06-29,Retail,Bronze,Inactive
C3410,Debra Alvarez,coleperez@example.org,557-661-1297,Alexburgh,South Dakota,India,2021-06-19,Retail,Gold,Inactive
C3411,Brittany Hill,ronalddiaz@example.com,+1-279-400-7675x485,Mezaberg,Michigan,USA,2021-11-05,Retail,None,Active
C3412,Kyle Wilson,rosarioshawn@example.net,730-340-4225x3720,Danielleshire,Wyoming,Australia,2024-07-20,Premium,Gold,Active
C3413,Anthony Simmons,murphyandrew@example.net,613.998.7528,Hensonton,North Carolina,USA,2025-10-24,Retail,None,Active
C3414,Lori Costa DDS,kanderson@example.net,720.405.3432,Spencemouth,Arkansas,India,2023-09-13,Corporate,None,Active
C3415,Michael Jimenez,davidthornton@example.org,(358)230-4800x3074,Lake Andrewton,South Carolina,USA,2022-02-15,Retail,Bronze,Inactive
C3416,Seth Hart,karenbrown@example.net,001-368-428-1456,Phelpston,Arizona,USA,2023-11-05,Retail,Gold,Inactive
C3417,Patrick Sanchez,natalieyoung@example.com,482.971.0033,Bowenton,Kentucky,Australia,2024-05-09,Premium,None,Inactive
C3418,Daniel Campbell,mejiacharles@example.com,(841)324-4872x542,Markville,Nevada,India,2022-01-29,Retail,Bronze,Inactive
C3419,Matthew Schmitt,jasonibarra@example.net,761.389.2403,North Danielle,Michigan,Australia,2025-07-23,Retail,Gold,Active
C3420,Carl Chambers,miguelsutton@example.org,001-467-333-0463x201,West Grace,Wyoming,USA,2022-09-26,Corporate,Bronze,Inactive
C3421,Mr. Chad Williams MD,gmccormick@example.com,382-272-6651x7363,Port Michael,Indiana,USA,2024-08-07,Premium,Bronze,Active
C3422,Richard Evans,michaelperez@example.com,533-540-4781x92191,Paulastad,Rhode Island,India,2023-10-05,Corporate,None,Inactive
C3423,Allen Brown,ydavis@example.net,787.444.8684x908,North Brandonmouth,Florida,USA,2024-12-23,Retail,None,Active
C3424,Michael Johnson,petersonrebecca@example.com,468-256-1290x720,Davidborough,South Carolina,Australia,2024-02-29,Corporate,Silver,Inactive
C3425,Ashley Wilkerson,cody47@example.com,662.367.9010x558,North Caroline,North Dakota,India,2022-05-20,Retail,None,Active
C3426,Jane Jackson,irwindylan@example.org,754-751-0508x991,Cindytown,Arizona,USA,2024-01-27,Premium,None,Inactive
C3427,Brian Cook,dking@example.net,001-867-821-0739x1989,Petersonborough,Louisiana,USA,2023-09-26,Premium,Gold,Inactive
C3428,Cindy Barry,pbyrd@example.net,001-344-650-2620x8854,Lake Elizabeth,Minnesota,India,2026-01-06,Premium,Silver,Active
C3429,Victoria James,crystal26@example.net,3959968899,Bowmanchester,South Dakota,Australia,2021-11-04,Premium,Silver,Inactive
C3430,Alexa King,riddlerhonda@example.org,757.615.3549,Quinnville,North Dakota,Australia,2025-08-31,Corporate,None,Inactive
C3431,Jeremy Blackburn,qdean@example.net,001-288-895-9276x2101,South Stephaniefurt,South Dakota,Australia,2021-12-11,Retail,Gold,Inactive
C3432,Dorothy Vasquez,joshua62@example.com,573-563-9223x13995,Vanessaborough,Florida,USA,2023-12-06,Corporate,Bronze,Active
C3433,Karen Booker,yvonneallen@example.net,6123933901,Lake Amy,Indiana,India,2022-05-27,Retail,Bronze,Inactive
C3434,Gary Roth,jeremymaxwell@example.com,448-894-9301x12764,Ericatown,Idaho,India,2024-04-14,Corporate,Silver,Active
C3435,David Martinez,kimberly07@example.com,884.847.1889,East Christopher,Ohio,USA,2025-05-19,Corporate,Bronze,Active
C3436,Gina Mcclure,rogersmichael@example.net,309.651.4447x152,Alisonville,New Jersey,USA,2022-09-12,Retail,Gold,Active
C3437,Laura Cantrell,gmorris@example.org,601-577-8949x223,Karenfurt,Minnesota,India,2024-03-29,Retail,None,Inactive
C3438,Michael York,donna74@example.com,614-763-6283,Larsonmouth,Minnesota,India,2024-07-25,Premium,Gold,Inactive
C3439,Shannon Keith,ndiaz@example.org,(608)961-3921,Wisechester,Florida,Australia,2023-03-28,Corporate,Gold,Inactive
C3440,Lisa Harrison,kimberlybell@example.net,001-801-391-5265x6972,Ayalatown,North Dakota,Australia,2021-06-23,Retail,Silver,Active
C3441,Robert Boyle,wilsonemily@example.com,(799)928-9710,Williamsburgh,North Carolina,USA,2021-06-14,Retail,Gold,Inactive
C3442,Brian Benjamin,blakeanderson@example.org,880.394.5901,New Jose,Georgia,India,2025-11-10,Premium,Bronze,Active
C3443,Nancy Jackson,kimbrenda@example.org,(548)944-2632x18466,New Michael,Tennessee,Australia,2025-07-26,Retail,Silver,Active
C3444,Veronica Mitchell,rogersmichael@example.net,001-836-213-2719x19737,Aaronside,Tennessee,USA,2023-11-30,Retail,Gold,Active
C3445,Maria Montgomery,kevingregory@example.org,+1-706-272-7757x958,East Laurie,New Mexico,Australia,2025-03-02,Corporate,Gold,Inactive
C3446,Steve Kaufman,robertsveronica@example.com,+1-431-346-6114x66872,North Brandonton,Pennsylvania,USA,2023-11-11,Corporate,Silver,Active
C3447,Robert Hernandez,oarmstrong@example.net,(803)497-6352,Robertsonside,Ohio,USA,2022-11-09,Premium,Gold,Active
C3448,Benjamin Boyer,kimberly12@example.org,415-787-6635x637,Smithstad,Washington,USA,2022-01-19,Corporate,Silver,Inactive
C3449,Mrs. Taylor Case MD,mckeejack@example.net,393.788.3468,Robbinsbury,Nevada,USA,2026-02-04,Corporate,Silver,Active
C3450,Mary Hughes,wagnerjohn@example.org,+1-781-708-7603x313,Port Daisy,Oregon,Australia,2024-02-04,Retail,None,Active
C3451,Lisa Garcia,gonzalezsharon@example.com,4684148801,Margaretfort,Alabama,India,2022-05-04,Retail,None,Active
C3452,Gregory Rosales,swilliams@example.com,+1-755-294-7346x52777,Bradleyfort,Georgia,USA,2021-10-08,Corporate,Bronze,Active
C3453,Mrs. Wendy Gutierrez,michaelblake@example.org,240-887-4471x5033,Emilyberg,Arkansas,USA,2022-05-06,Retail,Bronze,Active
C3454,Katie Garcia,crystalsanchez@example.org,001-820-516-8427,South Michael,Montana,USA,2023-10-04,Corporate,Gold,Inactive
C3455,James Jackson,hendricksjennifer@example.com,+1-898-709-4059x48915,Jeremybury,Alaska,Australia,2023-05-27,Corporate,Silver,Inactive
C3456,Kimberly Taylor,melissaperez@example.com,(224)369-8770,East James,Arkansas,USA,2025-08-18,Retail,None,Inactive
C3457,Michael Schmidt,tracy47@example.org,333.429.9971,Michelleborough,New Mexico,Australia,2024-06-24,Retail,Gold,Active
C3458,Jennifer Garcia,kleinmichelle@example.com,(481)268-2259x87152,East Jennifer,Arkansas,Australia,2023-06-29,Retail,Silver,Active
C3459,Luis Bell,pharris@example.net,715.435.1421x12310,Ryanberg,New Jersey,India,2024-07-28,Premium,Gold,Active
C3460,Valerie Perkins DVM,wanda65@example.com,545-367-5808x87876,Blevinsville,Florida,Australia,2025-01-26,Premium,None,Inactive
C3461,Haley Miller,lindsayburns@example.com,432.280.5298,Riverachester,Colorado,Australia,2025-12-06,Premium,None,Inactive
C3462,Melanie Norman,david05@example.net,001-655-848-7712x660,West Laurenstad,Virginia,Australia,2026-03-06,Corporate,Bronze,Active
C3463,Melissa Lewis,mcintoshjim@example.com,(427)564-7680x295,Morganfurt,New Jersey,Australia,2021-06-12,Retail,Silver,Inactive
C3464,Emily Chen,rpetersen@example.com,843-675-1812x04618,Hannahborough,Indiana,USA,2023-06-03,Premium,None,Inactive
C3465,Dustin Lopez,aleccooper@example.org,234.641.1145x28308,Coxberg,Ohio,Australia,2024-05-08,Corporate,Silver,Inactive
